class,text
negative,"RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ????? Wtf!!!!"
negative,"@tomcolontonio @apple #EPICFAIL"
negative,"90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas."
negative,"So cutting the cord makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)"
negative,"remember when people used to say flat the fuck out!! lol.. and their face while saying.... kindahow i feel about @apple"
negative,"In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :("
negative,"Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?"
negative,"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase..."
negative,"@apple cu"
negative,"*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5"
negative,"Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!"
negative,"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :("
negative,"@apple took my Siri and made it exclusive to iPhone 4S #SoRude"
negative,"total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes."
negative,"Waited in line for nothing, fucking genius @Apple called an app for John not jean stop fucking up my name im not a French boy. #PCam ..."
negative,"Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day."
negative,"It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing."
negative,"This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use"
negative,"Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right...."
negative,"#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!"
negative,"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. Car is sweet SYNC is #EpicFail"
negative,"Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple"
negative,"RT @gdcurry: Really @Apple? What have you done to my iTunes now? I can't click on Music, Movies, TV Shows, or any playlists. I get a l ..."
negative,"DAMN YOU !!! @apple"
negative,"There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone"
negative,"Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least..."
negative,"Youtube video views are still not updating properly. #google #youtube #fail"
negative,"Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously."
negative,"RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f"
negative,"#google+ is really confusing.."
negative,"is mulling #google+ but hmmm, just aint shore bout nuther social media profile."
negative,"ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman"
negative,"Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google"
negative,"The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google"
negative,"#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN"
negative,"Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google"
negative,"RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia"
negative,"Lecture Notes in Financial Economics pdf ebook: http://t.co/7gJQvEwN #google"
negative,"I hate tron theme #Google #ICS"
negative,"Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics"
negative,"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts"
negative,"RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google"
negative,"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused."
negative,"#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android"
negative,"Ice cream sandwich, really #google?"
negative,"@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache"
negative,"just watched the #GalaxyNexus announcement by #Google and #Samsung.. The only thing keeping me from buying? It's only on #Verizon. #FAIL"
negative,"@MrTonySays I tried to #Google the word #Visigoth and apparently #Google didn't know either cause my phone froze."
negative,"RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please."
negative,"The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google"
negative,"#Google, I've blocked your global IP network from all my sites. J/K. Stop being evil."
negative,"BOO to no GoogleMusic news, US carrier news, or price points. #google #ICS #android"
negative,"From it's laughable file: #google will #encrypt #search results BUT only if U have logged in so they can maximize their #data #collection!"
negative,"@adiman_ #google #fail"
negative,"+1 RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please."
negative,"dear #google & #samsung... learn some presentation 101 first. please."
negative,"+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX"
negative,"WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE"
negative,"Not greatly impressed with #Google and #Samsung presentation skills."
negative,"Android ice-cream sandwich's Face Unlock fails to perform recognition when demo'ed on stage :D #google #Nexus http://t.co/CSAeFRHc"
negative,"good job, #google. did anyone get when any of this shit is actually shipping? #infofail"
negative,"We need dates! #google #samsung #launchfail"
negative,"Also, the #Google problem. @chucktodd: Problem for Santorum's electability argument: the double-digit loss in 2006"
negative,"They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS"
negative,"another android demo #fail! #google"
negative,"Too bad #google didn't have a tribute graphic for #DennisRitchie."
negative,"Presentation fail. #Google #Samsung"
negative,"The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android"
negative,"Android Crashing: 1, Google 'Quick Response' Feature: 0 #Google #ICS #Android #QuickResponse"
negative,"Why is #Google advertising Adwords Express on #Bing? Hmmm, I know Ballmer is happy :-D. #Google, your already a monopoly."
negative,"#Google People app...the next revolution in stalking."
negative,"first thing on #google's to do list: hire a performance coach."
negative,"#Samsung, #Google Unveil Phone http://t.co/hOB37hbO"
negative,"Why is #Google whoring for SAMSUNG? #ICS"
negative,"If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod"
negative,"facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google"
negative,"Ouch, crash and burn. #Android facial recognition in #IceCreamSandwich didn't work during the presentation. http://t.co/6vsasZyT #Google"
negative,"Google is gonna need to do better than this to beat #iOS #Android #icecreamsandwich #Google http://t.co/tBNyX7p7"
negative,"RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !"
negative,"#fail on the face recognition not working #google #samsung"
negative,"ICS #android is going to kill both Mango #wmp #microsoft and #rimm. it already killed webOS and Nokia OS..."
negative,"Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)"
negative,"#Microsoft #Outlook #2011 for #Mac #sucks… #hate"
negative,"#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0 via @CanadaIT"
negative,"#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt"
negative,"#Microsoft #Windows Media Centre GUI #Fail #MajorFail"
negative,"How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h"
negative,"@theresamarosy haha k, thought everybody knew #Microsoft sucks."
negative,"@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing."
negative,"When #Microsoft violated U.S. antitrust laws—leaving #Netscape out of business & #Novell wounded—it played dumb. http://t.co/0WHHmAK4"
negative,"#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP"
negative,"#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc"
negative,"#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1"
negative,"RT @schestowitz: When #Microsoft broke the law it played victim. Now it engages in racketeering, calls victims outlaws (respect our ..."
negative,"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU"
negative,"RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ..."
negative,"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8"
negative,"Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations"
negative,"How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian"
negative,"This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft"
